Group	Project	BugID	hasEnum	hasSTrace	hasCR	hasCE	NTk	NLocalTk	NDiskTk	NDistCE	RatioDistTk	RatioDistCE
Spring	DATAJPA	138	0	0	1	1	56	10	33	11	0.014673	0.004891
Spring	DATAJPA	652	0	0	1	1	143	27	82	31	0.036461	0.013784
Spring	DATAJPA	141	0	0	0	1	31	3	26	6	0.011561	0.002668
Spring	DATAJPA	142	0	0	1	1	124	19	74	9	0.032904	0.004002
Spring	DATAJPA	656	0	0	1	1	74	6	34	13	0.015118	0.00578
Spring	DATAJPA	148	0	0	1	1	168	17	72	16	0.032014	0.007114
Spring	DATAJPA	622	0	1	1	1	109	16	61	15	0.027123	0.00667
Spring	DATAJPA	169	0	0	1	1	98	14	61	15	0.027123	0.00667
Spring	DATAJPA	684	0	0	0	1	37	1	32	4	0.014229	0.001779
Spring	DATAJPA	177	0	0	1	1	134	6	57	9	0.025345	0.004002
Spring	DATAJPA	186	0	0	1	1	55	3	38	5	0.016896	0.002223
Spring	DATAJPA	189	0	0	0	1	40	4	30	1	0.013339	0.000445
Spring	DATAJPA	373	0	0	0	1	8	0	8	1	0.003557	0.000445
Spring	DATAJPA	712	0	0	1	1	93	11	58	11	0.025789	0.004891
Spring	DATAJPA	201	0	1	0	1	150	1	39	26	0.017341	0.011561
Spring	DATAJPA	736	0	0	0	1	57	8	39	1	0.017341	0.000445
Spring	DATAJPA	226	0	0	1	1	47	5	35	3	0.015562	0.001334
Spring	DATAJPA	742	0	1	0	1	293	12	79	43	0.035127	0.01912
Spring	DATAJPA	232	0	1	1	1	218	3	76	37	0.033793	0.016452
Spring	DATAJPA	243	0	0	1	1	195	21	93	36	0.041352	0.016007
Spring	DATAJPA	758	0	0	1	1	154	10	76	5	0.033793	0.002223
Spring	DATAJPA	759	0	0	1	1	115	8	55	8	0.024455	0.003557
Spring	DATAJPA	763	0	0	0	1	61	2	45	2	0.020009	0.000889
Spring	DATAJPA	252	0	0	1	1	251	12	84	7	0.03735	0.003112
Spring	DATAJPA	253	0	0	1	1	81	5	36	9	0.016007	0.004002
Spring	DATAJPA	257	0	0	0	1	84	9	51	3	0.022677	0.001334
Spring	DATAJPA	266	0	0	1	1	56	7	38	8	0.016896	0.003557
Spring	DATAJPA	268	0	0	0	1	103	28	81	12	0.036016	0.005336
Spring	DATAJPA	269	0	1	0	1	203	19	90	26	0.040018	0.011561
Spring	DATAJPA	984	0	0	0	1	84	1	53	1	0.023566	0.000445
Spring	DATAJPA	277	0	0	0	1	31	1	25	2	0.011116	0.000889
Spring	DATAJPA	790	0	0	1	1	164	13	74	16	0.032904	0.007114
Spring	DATAJPA	280	0	1	0	1	203	13	62	34	0.027568	0.015118
Spring	DATAJPA	798	0	0	0	1	92	10	51	14	0.022677	0.006225
Spring	DATAJPA	287	0	0	1	1	204	16	111	25	0.049355	0.011116
Spring	DATAJPA	805	0	0	0	1	23	3	18	1	0.008004	0.000445
Spring	DATAJPA	296	0	0	0	1	38	3	25	1	0.011116	0.000445
Spring	DATAJPA	813	0	1	0	1	959	25	129	75	0.057359	0.033348
Spring	DATAJPA	815	0	0	0	1	54	5	31	4	0.013784	0.001779
Spring	DATAJPA	820	0	0	1	1	67	6	47	7	0.020898	0.003112
Spring	DATAJPA	830	0	0	0	1	7	1	7	1	0.003112	0.000445
Spring	DATAJPA	327	0	0	1	1	188	8	92	11	0.040907	0.004891
Spring	DATAJPA	330	0	0	1	1	54	8	28	5	0.01245	0.002223
Spring	DATAJPA	397	0	0	1	1	76	15	44	18	0.019564	0.008004
Spring	DATAJPA	848	0	0	1	1	133	18	69	16	0.03068	0.007114
Spring	DATAJPA	851	0	0	0	1	23	3	22	3	0.009782	0.001334
Spring	DATAJPA	341	0	1	1	1	206	9	77	22	0.034237	0.009782
Spring	DATAJPA	342	0	0	1	1	66	7	42	2	0.018675	0.000889
Spring	DATAJPA	858	0	0	1	1	42	2	25	1	0.011116	0.000445
Spring	DATAJPA	348	0	0	0	1	21	0	16	4	0.007114	0.001779
Spring	DATAJPA	350	0	0	1	1	133	14	62	21	0.027568	0.009337
Spring	DATAJPA	352	0	0	0	1	25	1	17	1	0.007559	0.000445
Spring	DATAJPA	353	0	0	1	1	101	8	58	10	0.025789	0.004446
Spring	DATAJPA	913	0	0	1	1	81	12	53	13	0.023566	0.00578
Spring	DATAJPA	362	0	0	1	1	88	3	26	2	0.011561	0.000889
Spring	DATAJPA	363	0	0	0	1	39	1	27	2	0.012005	0.000889
Spring	DATAJPA	885	0	1	1	1	446	30	109	74	0.048466	0.032904
Spring	DATAJPA	375	0	0	1	1	180	3	43	2	0.01912	0.000889
Spring	DATAJPA	377	1	0	1	1	365	21	81	28	0.036016	0.01245
Spring	DATAJPA	388	0	0	0	1	26	0	19	1	0.008448	0.000445
Spring	DATAJPA	903	0	0	1	1	67	12	39	8	0.017341	0.003557
Spring	DATAJPA	904	0	1	0	1	338	27	102	47	0.045353	0.020898
Spring	DATAJPA	905	0	0	1	1	185	27	93	39	0.041352	0.017341
Spring	DATAJPA	396	0	0	0	1	171	11	90	9	0.040018	0.004002
Spring	DATAJPA	909	0	0	0	1	36	2	31	1	0.013784	0.000445
Spring	DATAJPA	401	0	0	0	1	115	13	63	6	0.028012	0.002668
Spring	DATAJPA	403	0	0	0	1	104	7	50	11	0.022232	0.004891
Spring	DATAJPA	405	0	1	1	1	350	12	103	36	0.045798	0.016007
Spring	DATAJPA	407	0	0	1	1	66	9	33	11	0.014673	0.004891
Spring	DATAJPA	920	0	0	0	0	14	0	7	0	0.003112	0
Spring	DATAJPA	413	0	0	1	1	167	21	81	23	0.036016	0.010227
Spring	DATAJPA	415	0	0	1	1	49	2	19	9	0.008448	0.004002
Spring	DATAJPA	929	0	1	1	1	432	14	99	49	0.04402	0.021787
Spring	DATAJPA	420	0	0	1	1	47	6	32	2	0.014229	0.000889
Spring	DATAJPA	424	0	0	1	1	76	6	46	12	0.020454	0.005336
Spring	DATAJPA	937	0	0	1	1	32	7	28	8	0.01245	0.003557
Spring	DATAJPA	938	0	1	1	1	1133	74	198	143	0.088039	0.063584
Spring	DATAJPA	427	0	0	0	1	42	2	27	2	0.012005	0.000889
Spring	DATAJPA	429	0	0	0	1	41	4	32	2	0.014229	0.000889
Spring	DATAJPA	430	0	0	1	1	82	10	48	14	0.021343	0.006225
Spring	DATAJPA	951	0	0	1	1	73	10	51	10	0.022677	0.004446
Spring	DATAJPA	442	0	0	0	1	45	4	36	6	0.016007	0.002668
Spring	DATAJPA	444	0	0	0	1	33	7	21	5	0.009337	0.002223
Spring	DATAJPA	960	0	0	1	1	79	10	40	5	0.017786	0.002223
Spring	DATAJPA	965	0	0	0	0	10	1	10	0	0.004446	0
Spring	DATAJPA	454	0	0	1	1	67	8	51	7	0.022677	0.003112
Spring	DATAJPA	970	0	0	0	1	222	19	82	28	0.036461	0.01245
Spring	DATAJPA	974	0	0	0	1	61	3	39	3	0.017341	0.001334
Spring	DATAJPA	472	0	1	0	1	688	30	156	109	0.069364	0.048466
Spring	DATAJPA	473	0	1	1	1	518	17	112	53	0.0498	0.023566
Spring	DATAJPA	476	0	1	0	1	109	7	45	11	0.020009	0.004891
Spring	DATAJPA	483	0	1	1	1	284	12	90	45	0.040018	0.020009
Spring	DATAJPA	1000	0	0	1	1	261	12	91	19	0.040462	0.008448
Spring	DATAJPA	492	0	0	0	1	73	3	44	2	0.019564	0.000889
Spring	DATAJPA	494	0	0	0	1	79	6	47	3	0.020898	0.001334
Spring	DATAJPA	496	0	0	1	1	43	5	29	3	0.012895	0.001334
Spring	DATAJPA	497	0	1	1	1	155	13	61	19	0.027123	0.008448
Spring	DATAJPA	499	0	0	0	1	42	6	31	4	0.013784	0.001779
Spring	DATAJPA	500	0	0	0	1	20	2	17	2	0.007559	0.000889
Spring	DATAJPA	681	0	0	0	1	48	4	28	1	0.01245	0.000445
Spring	DATAJPA	504	0	0	0	1	572	28	143	79	0.063584	0.035127
Spring	DATAJPA	505	0	0	1	1	36	3	25	2	0.011116	0.000889
Spring	DATAJPA	509	0	1	1	1	116	9	60	16	0.026679	0.007114
Spring	DATAJPA	510	0	0	0	1	141	9	67	5	0.029791	0.002223
Spring	DATAJPA	1023	0	0	1	1	125	22	69	18	0.03068	0.008004
Spring	DATAMONGO	1025	0	0	1	1	88	11	42	12	0.014388	0.004111
Spring	DATAMONGO	1027	0	0	0	1	56	6	39	5	0.013361	0.001713
Spring	DATAMONGO	517	0	0	0	1	20	1	14	2	0.004796	0.000685
Spring	DATAMONGO	1030	0	0	1	1	46	4	35	7	0.01199	0.002398
Spring	DATAMONGO	521	0	0	1	1	45	5	30	7	0.010277	0.002398
Spring	DATAMONGO	523	0	0	0	1	31	4	21	4	0.007194	0.00137
Spring	DATAMONGO	527	0	0	0	1	5	0	4	1	0.00137	0.000343
Spring	DATAMONGO	1040	0	0	1	1	69	2	35	13	0.01199	0.004454
Spring	DATAMONGO	530	0	0	0	1	17	0	13	2	0.004454	0.000685
Spring	DATAMONGO	1043	0	0	0	1	94	5	70	10	0.023981	0.003426
Spring	DATAMONGO	532	0	0	1	1	179	11	100	16	0.034258	0.005481
Spring	DATAMONGO	534	1	0	1	1	155	18	83	16	0.028434	0.005481
Spring	DATAMONGO	535	0	0	0	1	31	3	25	4	0.008565	0.00137
Spring	DATAMONGO	1049	0	1	0	1	381	9	80	32	0.027407	0.010963
Spring	DATAMONGO	1050	0	0	1	1	75	7	43	5	0.014731	0.001713
Spring	DATAMONGO	539	0	0	1	1	113	1	47	13	0.016101	0.004454
Spring	DATAMONGO	540	0	0	1	1	164	8	77	9	0.026379	0.003083
Spring	DATAMONGO	1053	0	0	1	1	48	4	25	8	0.008565	0.002741
Spring	DATAMONGO	1057	0	0	0	1	23	3	13	2	0.004454	0.000685
Spring	DATAMONGO	1058	0	0	1	1	96	7	42	14	0.014388	0.004796
Spring	DATAMONGO	549	0	0	0	1	26	1	20	3	0.006852	0.001028
Spring	DATAMONGO	550	0	0	0	1	8	0	8	2	0.002741	0.000685
Spring	DATAMONGO	551	0	0	0	1	12	1	9	1	0.003083	0.000343
Spring	DATAMONGO	553	0	0	0	1	65	3	47	3	0.016101	0.001028
Spring	DATAMONGO	1068	0	0	1	1	68	7	44	2	0.015074	0.000685
Spring	DATAMONGO	1070	0	1	1	1	179	10	59	15	0.020212	0.005139
Spring	DATAMONGO	1072	0	0	1	1	38	3	22	1	0.007537	0.000343
Spring	DATAMONGO	888	0	0	1	1	44	2	26	3	0.008907	0.001028
Spring	DATAMONGO	562	0	0	1	1	46	4	30	12	0.010277	0.004111
Spring	DATAMONGO	1076	0	0	0	1	92	10	55	16	0.018842	0.005481
Spring	DATAMONGO	1077	0	0	1	1	43	12	32	13	0.010963	0.004454
Spring	DATAMONGO	1078	0	0	1	1	57	5	40	8	0.013703	0.002741
Spring	DATAMONGO	914	0	0	0	1	8	1	8	1	0.002741	0.000343
Spring	DATAMONGO	568	0	0	0	1	21	2	12	4	0.004111	0.00137
Spring	DATAMONGO	570	0	1	1	1	193	5	63	30	0.021583	0.010277
Spring	DATAMONGO	571	1	0	0	1	48	1	29	3	0.009935	0.001028
Spring	DATAMONGO	926	0	0	0	0	10035	10	46	25	0.015759	0.008565
Spring	DATAMONGO	693	0	0	0	1	43	4	30	2	0.010277	0.000685
Spring	DATAMONGO	1088	0	0	1	1	49	3	34	4	0.011648	0.00137
Spring	DATAMONGO	1521	0	0	1	1	38	3	21	6	0.007194	0.002055
Spring	DATAMONGO	1094	0	0	0	1	45	6	35	3	0.01199	0.001028
Spring	DATAMONGO	583	0	0	1	1	37	3	24	4	0.008222	0.00137
Spring	DATAMONGO	1096	0	0	0	1	37	3	25	6	0.008565	0.002055
Spring	DATAMONGO	585	0	0	0	1	41	6	35	6	0.01199	0.002055
Spring	DATAMONGO	588	0	0	0	1	38	1	20	2	0.006852	0.000685
Spring	DATAMONGO	592	0	0	0	1	83	2	59	6	0.020212	0.002055
Spring	DATAMONGO	594	0	0	1	1	52	6	32	6	0.010963	0.002055
Spring	DATAMONGO	601	0	0	0	1	62	10	43	4	0.014731	0.00137
Spring	DATAMONGO	602	0	0	1	1	90	7	51	8	0.017472	0.002741
Spring	DATAMONGO	603	0	0	1	1	64	3	29	9	0.009935	0.003083
Spring	DATAMONGO	1118	0	0	0	1	90	6	59	2	0.020212	0.000685
Spring	DATAMONGO	1120	0	0	0	1	43	6	37	4	0.012676	0.00137
Spring	DATAMONGO	1121	0	1	1	1	2036	54	205	135	0.07023	0.046249
Spring	DATAMONGO	1123	0	0	1	1	59	1	40	13	0.013703	0.004454
Spring	DATAMONGO	1126	0	0	1	1	184	19	70	32	0.023981	0.010963
Spring	DATAMONGO	1297	0	0	0	0	47	3	23	0	0.007879	0
Spring	DATAMONGO	617	0	0	0	1	18	2	11	4	0.003768	0.00137
Spring	DATAMONGO	620	0	0	0	1	20	2	16	5	0.005481	0.001713
Spring	DATAMONGO	621	0	0	0	1	19	2	14	4	0.004796	0.00137
Spring	DATAMONGO	622	0	0	0	1	22	2	17	3	0.005824	0.001028
Spring	DATAMONGO	1139	0	0	1	1	20	3	16	4	0.005481	0.00137
Spring	DATAMONGO	629	0	0	0	1	131	10	64	8	0.021925	0.002741
Spring	DATAMONGO	633	0	0	0	0	2	0	2	0	0.000685	0
Spring	DATAMONGO	1436	0	0	0	1	31	4	24	4	0.008222	0.00137
Spring	DATAMONGO	1471	0	0	0	1	122	6	48	19	0.016444	0.006509
Spring	DATAMONGO	642	0	0	0	1	5	0	5	1	0.001713	0.000343
Spring	DATAMONGO	646	0	1	0	1	80	6	50	12	0.017129	0.004111
Spring	DATAMONGO	647	0	0	0	1	45	6	29	3	0.009935	0.001028
Spring	DATAMONGO	962	0	1	1	1	177	1	77	13	0.026379	0.004454
Spring	DATAMONGO	1166	0	0	0	1	28	3	23	3	0.007879	0.001028
Spring	DATAMONGO	1133	0	0	0	0	13	3	11	0	0.003768	0
Spring	DATAMONGO	806	0	1	1	1	136	9	55	20	0.018842	0.006852
Spring	DATAMONGO	663	0	0	1	1	43	1	18	6	0.006166	0.002055
Spring	DATAMONGO	1180	0	0	0	1	13	0	12	5	0.004111	0.001713
Spring	DATAMONGO	669	0	1	1	1	506	12	94	76	0.032203	0.026036
Spring	DATAMONGO	880	0	0	1	1	71	1	33	3	0.011305	0.001028
Spring	DATAMONGO	675	0	0	0	1	60	5	46	5	0.015759	0.001713
Spring	DATAMONGO	676	0	0	0	1	26	1	14	3	0.004796	0.001028
Spring	DATAMONGO	1190	1	0	1	1	112	16	71	25	0.024323	0.008565
Spring	DATAMONGO	679	0	0	1	1	174	19	96	19	0.032888	0.006509
Spring	DATAMONGO	1193	0	0	0	1	28	3	24	3	0.008222	0.001028
Spring	DATAMONGO	683	0	0	0	1	5	1	5	2	0.001713	0.000685
Spring	DATAMONGO	686	0	1	1	1	206	9	58	25	0.01987	0.008565
Spring	DATAMONGO	1565	0	0	1	1	55	6	26	6	0.008907	0.002055
Spring	DATAMONGO	688	0	0	0	1	59	3	42	2	0.014388	0.000685
Spring	DATAMONGO	1202	0	0	0	1	84	8	56	4	0.019185	0.00137
Spring	DATAMONGO	1204	0	0	0	1	49	5	30	6	0.010277	0.002055
Spring	DATAMONGO	181	0	0	0	1	27	1	18	2	0.006166	0.000685
Spring	DATAMONGO	1208	0	0	1	1	64	6	40	11	0.013703	0.003768
Spring	DATAMONGO	1210	0	0	0	1	103	1	52	5	0.017814	0.001713
Spring	DATAMONGO	970	0	0	1	1	154	11	54	32	0.018499	0.010963
Spring	DATAMONGO	702	0	0	0	1	35	1	24	3	0.008222	0.001028
Spring	DATAMONGO	1397	0	0	0	1	11	0	7	1	0.002398	0.000343
Spring	DATAMONGO	1216	0	0	1	1	111	12	70	9	0.023981	0.003083
Spring	DATAMONGO	706	0	0	0	1	6	0	6	1	0.002055	0.000343
Spring	DATAMONGO	199	0	0	0	1	156	13	51	21	0.017472	0.007194
Spring	DATAMONGO	1406	0	0	1	1	181	18	78	12	0.026721	0.004111
Spring	DATAMONGO	717	0	0	1	1	115	13	54	27	0.018499	0.00925
Spring	DATAMONGO	1229	0	0	0	1	36	4	29	7	0.009935	0.002398
Spring	DATAMONGO	1232	0	0	0	1	47	5	33	2	0.011305	0.000685
Spring	DATAMONGO	721	0	0	1	1	81	6	50	5	0.017129	0.001713
Spring	DATAMONGO	1236	0	0	0	1	43	2	33	4	0.011305	0.00137
Spring	DATAMONGO	1486	0	1	1	1	725	40	182	118	0.06235	0.040425
Spring	DATAMONGO	1244	0	0	1	1	157	11	65	8	0.022268	0.002741
Spring	DATAMONGO	737	1	1	0	1	369	30	134	57	0.045906	0.019527
Spring	DATAMONGO	1250	0	0	1	1	453	24	160	37	0.054813	0.012676
Spring	DATAMONGO	1251	0	1	1	1	241	11	78	33	0.026721	0.011305
Spring	DATAMONGO	1062	0	0	0	1	35	6	28	2	0.009592	0.000685
Spring	DATAMONGO	1254	0	0	0	0	29	0	18	0	0.006166	0
Spring	DATAMONGO	1257	0	0	0	1	90	7	55	2	0.018842	0.000685
Spring	DATAMONGO	746	0	0	0	1	53	2	42	2	0.014388	0.000685
Spring	DATAMONGO	1063	0	1	0	1	271	6	63	24	0.021583	0.008222
Spring	DATAMONGO	1263	0	0	1	1	125	9	56	8	0.019185	0.002741
Spring	DATAMONGO	752	0	0	1	1	66	4	42	8	0.014388	0.002741
Spring	DATAMONGO	753	0	1	1	1	142	6	59	19	0.020212	0.006509
Spring	DATAMONGO	741	0	0	0	1	79	1	43	1	0.014731	0.000343
Spring	DATAMONGO	1269	0	0	1	1	61	5	30	13	0.010277	0.004454
Spring	DATAMONGO	761	0	0	1	1	118	7	75	20	0.025694	0.006852
Spring	DATAMONGO	1276	0	1	0	1	117	7	64	24	0.021925	0.008222
Spring	DATAMONGO	963	0	0	0	1	58	5	35	3	0.01199	0.001028
Spring	DATAMONGO	260	0	1	1	1	190	3	55	23	0.018842	0.007879
Spring	DATAMONGO	897	0	0	0	1	31	1	24	5	0.008222	0.001713
Spring	DATAMONGO	1288	0	0	0	1	47	1	33	3	0.011305	0.001028
Spring	DATAMONGO	1289	0	0	0	1	52	1	32	1	0.010963	0.000343
Spring	DATAMONGO	1290	0	0	1	1	33	6	24	5	0.008222	0.001713
Spring	DATAMONGO	1293	0	1	0	1	87	7	48	10	0.016444	0.003426
Spring	DATAMONGO	1295	0	1	0	1	172	6	67	36	0.022953	0.012333
Spring	DATAMONGO	273	0	0	1	1	154	22	82	24	0.028092	0.008222
Spring	DATAMONGO	788	0	0	0	0	17	1	12	0	0.004111	0
Spring	DATAMONGO	789	0	0	1	1	128	15	68	10	0.023296	0.003426
Spring	DATAMONGO	745	0	0	1	1	53	9	33	7	0.011305	0.002398
Spring	DATAMONGO	1307	0	0	1	1	49	3	34	4	0.011648	0.00137
Spring	DATAMONGO	1498	0	0	0	1	232	19	124	14	0.04248	0.004796
Spring	DATAMONGO	913	0	1	1	1	61	2	32	10	0.010963	0.003426
Spring	DATAMONGO	987	0	0	1	1	103	6	59	9	0.020212	0.003083
Spring	DATAMONGO	804	0	0	1	1	21	6	15	3	0.005139	0.001028
Spring	DATAMONGO	805	0	1	1	1	382	6	95	62	0.032545	0.02124
Spring	DATAMONGO	294	0	0	0	1	58	13	49	5	0.016787	0.001713
Spring	DATAMONGO	807	0	0	1	1	38	5	23	3	0.007879	0.001028
Spring	DATAMONGO	298	0	0	0	1	22	0	21	3	0.007194	0.001028
Spring	DATAMONGO	816	0	1	0	1	176	3	56	24	0.019185	0.008222
Spring	DATAMONGO	1416	0	0	0	1	47	1	37	2	0.012676	0.000685
Spring	DATAMONGO	306	0	1	1	1	57	1	30	8	0.010277	0.002741
Spring	DATAMONGO	821	0	0	1	1	176	2	65	25	0.022268	0.008565
Spring	DATAMONGO	1334	0	0	1	1	30	2	20	2	0.006852	0.000685
Spring	DATAMONGO	1335	0	0	1	1	86	3	59	6	0.020212	0.002055
Spring	DATAMONGO	312	0	1	1	1	574	9	120	81	0.04111	0.027749
Spring	DATAMONGO	315	0	0	1	1	64	3	31	12	0.01062	0.004111
Spring	DATAMONGO	316	0	1	0	1	141	15	44	22	0.015074	0.007537
Spring	DATAMONGO	829	0	0	1	1	210	15	93	26	0.03186	0.008907
Spring	DATAMONGO	1342	0	0	0	1	20	1	19	2	0.006509	0.000685
Spring	DATAMONGO	309	0	0	1	1	87	10	60	7	0.020555	0.002398
Spring	DATAMONGO	321	0	0	0	0	18	1	14	0	0.004796	0
Spring	DATAMONGO	322	0	0	0	1	16	0	13	3	0.004454	0.001028
Spring	DATAMONGO	325	0	0	1	1	176	17	90	19	0.030832	0.006509
Spring	DATAMONGO	329	0	0	1	1	81	5	30	15	0.010277	0.005139
Spring	DATAMONGO	843	0	0	0	1	28	2	24	3	0.008222	0.001028
Spring	DATAMONGO	333	0	0	0	1	20	3	19	4	0.006509	0.00137
Spring	DATAMONGO	892	0	0	1	1	105	9	39	9	0.013361	0.003083
Spring	DATAMONGO	1360	0	1	1	1	101	12	59	13	0.020212	0.004454
Spring	DATAMONGO	1080	0	0	0	1	28	1	22	2	0.007537	0.000685
Spring	DATAMONGO	318	0	0	0	1	56	8	40	4	0.013703	0.00137
Spring	DATAMONGO	852	0	0	0	0	18	2	13	0	0.004454	0
Spring	DATAMONGO	343	0	0	0	1	68	4	48	6	0.016444	0.002055
Spring	DATAMONGO	1368	0	0	1	1	61	8	41	6	0.014046	0.002055
Spring	DATAMONGO	996	0	0	1	1	79	8	55	7	0.018842	0.002398
Spring	DATAMONGO	346	0	0	0	1	21	1	15	2	0.005139	0.000685
Spring	DATAMONGO	862	0	0	1	1	58	1	39	4	0.013361	0.00137
Spring	DATAMONGO	863	0	0	1	1	98	3	66	17	0.02261	0.005824
Spring	DATAMONGO	354	0	0	0	1	18	1	13	5	0.004454	0.001713
Spring	DATAMONGO	830	0	1	0	1	277	14	91	49	0.031175	0.016787
Spring	DATAMONGO	868	0	0	0	1	16	1	11	1	0.003768	0.000343
Spring	DATAMONGO	358	0	0	1	1	71	2	31	5	0.01062	0.001713
Spring	DATAMONGO	359	0	0	0	1	36	4	34	2	0.011648	0.000685
Spring	DATAMONGO	360	0	1	1	1	110	4	39	23	0.013361	0.007879
Spring	DATAMONGO	828	0	0	1	1	42	6	25	12	0.008565	0.004111
Spring	DATAMONGO	1387	0	0	1	1	126	7	63	19	0.021583	0.006509
Spring	DATAMONGO	877	0	0	0	1	5	2	5	2	0.001713	0.000685
Spring	DATAMONGO	367	0	0	1	1	51	3	30	7	0.010277	0.002398
Spring	DATAMONGO	368	0	0	1	1	97	13	53	14	0.018157	0.004796
Spring	DATAMONGO	369	0	0	0	1	34	1	25	2	0.008565	0.000685
Spring	DATAMONGO	1394	0	0	1	1	91	11	35	11	0.01199	0.003768
Spring	DATAMONGO	1001	0	0	1	1	103	6	41	21	0.014046	0.007194
Spring	DATAMONGO	884	0	0	1	1	266	6	68	16	0.023296	0.005481
Spring	DATAMONGO	373	0	0	0	1	54	4	39	8	0.013361	0.002741
Spring	DATAMONGO	887	0	0	1	1	73	6	48	13	0.016444	0.004454
Spring	DATAMONGO	376	0	0	0	1	33	2	29	1	0.009935	0.000343
Spring	DATAMONGO	1401	0	0	0	1	245	6	40	23	0.013703	0.007879
Spring	DATAMONGO	378	0	1	1	1	452	67	159	81	0.054471	0.027749
Spring	DATAMONGO	319	0	0	0	1	24	2	20	2	0.006852	0.000685
Spring	DATAMONGO	380	0	1	1	1	357	20	103	62	0.035286	0.02124
Spring	DATAMONGO	381	0	0	1	1	96	15	63	12	0.021583	0.004111
Spring	DATAMONGO	382	0	1	0	1	421	21	101	72	0.034601	0.024666
Spring	DATAMONGO	385	0	0	0	1	20	1	15	5	0.005139	0.001713
Spring	DATAMONGO	387	0	0	0	1	31	1	21	4	0.007194	0.00137
Spring	DATAMONGO	901	0	0	0	1	27	6	24	3	0.008222	0.001028
Spring	DATAMONGO	833	0	1	0	1	249	4	53	28	0.018157	0.009592
Spring	DATAMONGO	392	0	0	0	1	102	6	68	4	0.023296	0.00137
Spring	DATAMONGO	1087	0	1	1	1	403	9	76	45	0.026036	0.015416
Spring	DATAMONGO	908	0	1	1	1	171	12	74	20	0.025351	0.006852
Spring	DATAMONGO	909	0	0	0	1	39	3	26	2	0.008907	0.000685
Spring	DATAMONGO	398	0	1	0	1	964	25	99	54	0.033916	0.018499
Spring	DATAMONGO	1423	0	0	1	1	122	11	57	13	0.019527	0.004454
Spring	DATAMONGO	912	0	0	0	1	246	7	77	31	0.026379	0.01062
Spring	DATAMONGO	401	0	0	1	1	57	4	33	10	0.011305	0.003426
Spring	DATAMONGO	402	0	1	0	1	244	6	43	25	0.014731	0.008565
Spring	DATAMONGO	404	0	0	1	1	31	1	17	2	0.005824	0.000685
Spring	DATAMONGO	917	0	0	1	1	32	9	26	5	0.008907	0.001713
Spring	DATAMONGO	407	0	0	0	1	100	7	46	6	0.015759	0.002055
Spring	DATAMONGO	410	0	0	1	1	218	7	84	30	0.028777	0.010277
Spring	DATAMONGO	411	0	0	0	1	40	2	28	4	0.009592	0.00137
Spring	DATAMONGO	412	0	0	1	1	55	4	26	8	0.008907	0.002741
Spring	DATAMONGO	413	0	0	1	1	179	6	64	29	0.021925	0.009935
Spring	DATAMONGO	1438	0	0	0	1	70	3	46	2	0.015759	0.000685
Spring	DATAMONGO	928	0	0	1	1	48	2	26	1	0.008907	0.000343
Spring	DATAMONGO	420	0	0	1	1	82	3	30	2	0.010277	0.000685
Spring	DATAMONGO	422	0	0	1	1	83	19	53	11	0.018157	0.003768
Spring	DATAMONGO	423	1	0	1	1	70	0	31	15	0.01062	0.005139
Spring	DATAMONGO	424	0	0	0	1	71	1	43	1	0.014731	0.000343
Spring	DATAMONGO	924	0	1	1	1	423	9	120	61	0.04111	0.020898
Spring	DATAMONGO	938	0	0	1	1	37	3	27	9	0.00925	0.003083
Spring	DATAMONGO	428	0	1	1	1	184	12	83	32	0.028434	0.010963
Spring	DATAMONGO	1453	0	0	0	1	52	2	36	8	0.012333	0.002741
Spring	DATAMONGO	430	0	0	0	1	25	2	18	1	0.006166	0.000343
Spring	DATAMONGO	1437	0	0	0	1	7	1	7	2	0.002398	0.000685
Spring	DATAMONGO	948	0	0	0	1	32	2	24	6	0.008222	0.002055
Spring	DATAMONGO	949	0	1	1	1	397	19	102	45	0.034943	0.015416
Spring	DATAMONGO	952	0	0	0	1	48	1	26	1	0.008907	0.000343
Spring	DATAMONGO	1465	0	0	0	1	34	5	21	3	0.007194	0.001028
Spring	DATAMONGO	995	0	0	1	1	111	7	61	11	0.020898	0.003768
Spring	DATAMONGO	445	0	0	0	1	77	4	48	5	0.016444	0.001713
Spring	DATAMONGO	429	0	0	0	1	118	9	71	5	0.024323	0.001713
Spring	DATAMONGO	447	0	1	0	1	241	6	76	22	0.026036	0.007537
Spring	DATAMONGO	450	0	1	1	1	111	2	46	21	0.015759	0.007194
Spring	DATAMONGO	331	0	0	0	1	37	2	30	2	0.010277	0.000685
Spring	DATAMONGO	1476	0	0	0	0	21	2	13	0	0.004454	0
Spring	DATAMONGO	454	0	0	1	1	140	23	70	28	0.023981	0.009592
Spring	DATAMONGO	969	0	0	1	1	48	1	28	6	0.009592	0.002055
Spring	DATAMONGO	458	0	0	1	1	35	6	24	5	0.008222	0.001713
Spring	DATAMONGO	459	0	0	1	1	81	8	42	10	0.014388	0.003426
Spring	DATAMONGO	1485	0	0	1	1	125	12	60	18	0.020555	0.006166
Spring	DATAMONGO	462	0	1	0	1	386	16	115	46	0.039397	0.015759
Spring	DATAMONGO	978	0	0	1	1	84	6	50	15	0.017129	0.005139
Spring	DATAMONGO	467	0	0	0	1	51	3	36	5	0.012333	0.001713
