Group	Project	BugID	NTk	NLocalTk	NDistTk	NDistCE
Spring	ROO	558	38	5	27	5
Spring	ROO	559	74	4	45	6
Spring	ROO	562	226	10	76	24
Spring	ROO	563	85	5	48	3
Spring	ROO	2612	35	4	24	4
Spring	ROO	2615	118	12	74	8
Spring	ROO	568	151	12	87	31
Spring	ROO	570	59	2	26	3
Spring	ROO	2619	97	10	59	12
Spring	ROO	574	62	4	52	3
Spring	ROO	575	153	4	62	19
Spring	ROO	576	24	0	20	0
Spring	ROO	578	40	0	22	1
Spring	ROO	2627	241	11	64	19
Spring	ROO	2747	78	6	57	7
Spring	ROO	589	35	2	22	5
Spring	ROO	2638	133	11	73	6
Spring	ROO	2658	225	3	55	6
Spring	ROO	2659	23	1	17	1
Spring	ROO	2661	68	4	47	6
Spring	ROO	2662	54	2	34	1
Spring	ROO	615	140	9	79	16
Spring	ROO	2664	43	1	29	1
Spring	ROO	2665	48	0	30	3
Spring	ROO	618	62	7	43	5
Spring	ROO	619	23	1	18	2
Spring	ROO	2671	33	2	27	1
Spring	ROO	2494	20	0	15	1
Spring	ROO	633	117	4	56	14
Spring	ROO	2154	27	5	24	6
Spring	ROO	2689	32	0	22	6
Spring	ROO	2690	165	1	77	5
Spring	ROO	644	260	15	83	34
Spring	ROO	645	75	1	42	5
Spring	ROO	647	2360	21	237	155
Spring	ROO	650	61	1	40	1
Spring	ROO	652	23	1	19	0
Spring	ROO	2701	128	3	64	6
Spring	ROO	2702	49	1	22	0
Spring	ROO	2704	41	1	30	5
Spring	ROO	2705	33	3	20	4
Spring	ROO	2707	33	1	23	2
Spring	ROO	2709	27	3	21	3
Spring	ROO	666	73	0	27	3
Spring	ROO	2717	51	5	38	4
Spring	ROO	2718	77	4	53	9
Spring	ROO	674	46	2	32	3
Spring	ROO	677	79	4	49	6
Spring	ROO	2726	35	0	23	1
Spring	ROO	679	23	0	15	0
Spring	ROO	2733	75	2	51	4
Spring	ROO	691	97	2	66	6
Spring	ROO	2846	274	5	92	43
Spring	ROO	694	50	0	44	1
Spring	ROO	695	76	3	55	17
Spring	ROO	696	189	4	75	27
Spring	ROO	697	53	3	32	3
Spring	ROO	2746	20	3	18	3
Spring	ROO	699	371	7	98	53
Spring	ROO	2751	43	2	30	4
Spring	ROO	704	209	9	83	26
Spring	ROO	2754	30	0	24	1
Spring	ROO	707	14	0	7	0
Spring	ROO	708	59	3	36	4
Spring	ROO	710	85	10	46	13
Spring	ROO	712	85	1	38	1
Spring	ROO	716	21	1	12	0
Spring	ROO	2851	407	4	67	39
Spring	ROO	2772	41	3	25	4
Spring	ROO	2773	406	25	122	44
Spring	ROO	729	73	1	56	10
Spring	ROO	732	21	0	10	0
Spring	ROO	2170	32	1	23	2
Spring	ROO	2784	146	6	85	17
Spring	ROO	2786	18	0	11	1
Spring	ROO	2787	25	1	19	6
Spring	ROO	2788	46	2	36	4
Spring	ROO	741	58	3	42	4
Spring	ROO	743	77	2	34	4
Spring	ROO	2792	9	0	7	0
Spring	ROO	746	35	3	24	5
Spring	ROO	2802	426	18	65	21
Spring	ROO	757	59	2	28	14
Spring	ROO	2806	185	11	81	14
Spring	ROO	765	85	1	30	5
Spring	ROO	2814	268	4	61	36
Spring	ROO	2816	37	0	22	1
Spring	ROO	2817	87	6	43	14
Spring	ROO	2818	159	19	76	12
Spring	ROO	2819	41	0	30	3
Spring	ROO	2827	72	0	34	4
Spring	ROO	785	28	0	19	0
Spring	ROO	2834	259	16	88	43
Spring	ROO	788	22	0	16	2
Spring	ROO	2840	78	3	46	7
Spring	ROO	794	49	4	39	2
Spring	ROO	2844	102	3	50	10
Spring	ROO	2845	242	9	77	32
Spring	ROO	798	115	14	65	36
Spring	ROO	2847	74	5	37	11
Spring	ROO	2850	77	3	42	0
Spring	ROO	803	136	2	31	5
Spring	ROO	805	65	2	38	12
Spring	ROO	2854	85	3	56	6
Spring	ROO	2856	17	0	13	0
Spring	ROO	2862	207	2	65	19
Spring	ROO	2863	229	4	91	16
Spring	ROO	2184	55	2	32	0
Spring	ROO	2866	36	0	21	0
Spring	ROO	2867	66	11	43	2
Spring	ROO	2869	586	16	81	51
Spring	ROO	2755	47	0	33	1
Spring	ROO	2872	36	1	27	0
Spring	ROO	826	93	7	65	9
Spring	ROO	827	24	0	18	3
Spring	ROO	831	124	12	57	18
Spring	ROO	832	69	2	33	4
Spring	ROO	2881	47	1	34	5
Spring	ROO	836	85	4	36	11
Spring	ROO	838	275	14	134	13
Spring	ROO	839	46	1	41	5
Spring	ROO	2888	20	0	16	5
Spring	ROO	2891	10	0	9	0
Spring	ROO	2892	10	0	9	0
Spring	ROO	2893	225	2	49	4
Spring	ROO	2895	25	0	17	1
Spring	ROO	2531	21	1	19	1
Spring	ROO	2900	116	9	69	22
Spring	ROO	853	112	4	76	8
Spring	ROO	2902	82	2	43	10
Spring	ROO	2904	60	6	48	1
Spring	ROO	857	53	5	29	3
Spring	ROO	2191	95	5	52	7
Spring	ROO	2908	71	4	44	5
Spring	ROO	2909	357	10	112	47
Spring	ROO	864	77	1	52	3
Spring	ROO	2913	147	9	76	17
Spring	ROO	866	38	2	26	7
Spring	ROO	867	75	1	47	1
Spring	ROO	868	34	2	26	0
Spring	ROO	2918	200	11	62	29
Spring	ROO	872	23	0	16	2
Spring	ROO	873	175	12	102	28
Spring	ROO	2922	36	0	19	0
Spring	ROO	2923	40	0	27	1
Spring	ROO	2924	249	3	74	36
Spring	ROO	2925	255	18	101	45
Spring	ROO	879	27	0	16	0
Spring	ROO	880	65	4	55	8
Spring	ROO	881	54	1	33	1
Spring	ROO	2930	30	0	17	2
Spring	ROO	2931	413	17	154	51
Spring	ROO	2932	219	4	46	13
Spring	ROO	887	93	7	59	5
Spring	ROO	2940	60	5	49	6
Spring	ROO	2941	72	2	42	3
Spring	ROO	898	12	0	12	2
Spring	ROO	2947	212	21	80	28
Spring	ROO	2948	53	2	38	3
Spring	ROO	2953	151	14	45	11
Spring	ROO	2954	6	2	6	0
Spring	ROO	2957	40	7	27	4
Spring	ROO	911	80	1	57	2
Spring	ROO	914	62	0	38	4
Spring	ROO	2965	33	3	21	0
Spring	ROO	2966	184	2	70	29
Spring	ROO	2967	68	8	47	12
Spring	ROO	2969	33	4	25	5
Spring	ROO	2972	18	1	16	4
Spring	ROO	2974	66	0	48	3
Spring	ROO	2975	202	3	63	9
Spring	ROO	930	66	4	51	8
Spring	ROO	2886	210	7	76	37
Spring	ROO	2204	47	2	33	5
Spring	ROO	946	32	0	21	0
Spring	ROO	2549	279	1	87	34
Spring	ROO	2209	22	1	14	2
Spring	ROO	969	24	2	16	3
Spring	ROO	2210	3	0	3	0
Spring	ROO	975	47	0	19	3
Spring	ROO	2553	46	1	27	2
Spring	ROO	2624	167	21	74	27
Spring	ROO	994	19	1	16	0
Spring	ROO	2556	17	0	14	2
Spring	ROO	1006	113	7	73	1
Spring	ROO	2899	46	3	33	5
Spring	ROO	1013	37	0	17	0
Spring	ROO	1015	16	0	11	0
Spring	ROO	1022	127	10	76	14
Spring	ROO	2560	97	9	68	21
Spring	ROO	1027	28	1	21	2
Spring	ROO	1037	257	12	75	29
Spring	ROO	1041	125	5	56	23
Spring	ROO	2626	150	5	87	9
Spring	ROO	1045	81	2	49	0
Spring	ROO	1049	148	1	56	0
Spring	ROO	1050	54	5	35	10
Spring	ROO	1056	41	0	20	1
Spring	ROO	1057	80	5	28	10
Spring	ROO	3106	73	6	43	5
Spring	ROO	1059	325	4	81	47
Spring	ROO	1061	114	6	64	11
Spring	ROO	1062	23	4	18	0
Spring	ROO	3111	154	3	49	19
Spring	ROO	1071	151	5	86	18
Spring	ROO	1075	33	1	25	3
Spring	ROO	1083	65	2	29	1
Spring	ROO	3133	98	2	62	10
Spring	ROO	1086	113	11	57	8
Spring	ROO	3138	179	14	87	22
Spring	ROO	2082	14	0	9	0
Spring	ROO	2353	6	0	6	1
Spring	ROO	1098	19	1	16	2
Spring	ROO	2914	11	0	9	0
Spring	ROO	1105	1139	82	238	173
Spring	ROO	1112	167	1	91	7
Spring	ROO	1118	476	4	77	15
Spring	ROO	1119	91	6	34	8
Spring	ROO	3447	51	5	32	11
Spring	ROO	1124	79	5	57	1
Spring	ROO	1125	144	4	54	19
Spring	ROO	1127	171	12	108	5
Spring	ROO	1135	66	3	45	3
Spring	ROO	2920	14	0	10	0
Spring	ROO	2238	34	1	24	0
Spring	ROO	1148	192	18	93	8
Spring	ROO	1156	31	0	23	1
Spring	ROO	1158	55	1	24	12
Spring	ROO	1167	36	2	30	1
Spring	ROO	1169	238	17	65	36
Spring	ROO	2562	34	6	29	2
Spring	ROO	1172	14	1	13	2
Spring	ROO	3222	43	0	26	7
Spring	ROO	1176	164	9	89	20
Spring	ROO	1178	472	0	77	51
Spring	ROO	2587	23	0	17	1
Spring	ROO	1189	19	0	15	0
Spring	ROO	2929	193	12	86	14
Spring	ROO	2190	115	7	51	18
Spring	ROO	1203	63	0	39	4
Spring	ROO	1206	20	0	10	0
Spring	ROO	1210	24	4	20	7
Spring	ROO	2592	65	5	46	6
Spring	ROO	2251	39	6	29	5
Spring	ROO	1220	1010	18	119	86
Spring	ROO	1222	107	6	38	12
Spring	ROO	1223	12	0	10	0
Spring	ROO	2252	72	4	47	6
Spring	ROO	2935	35	2	26	2
Spring	ROO	2594	14	0	8	0
Spring	ROO	3281	78	0	50	3
Spring	ROO	3283	108	1	58	5
Spring	ROO	1242	194	5	58	8
Spring	ROO	1258	83	2	37	9
Spring	ROO	1260	6	1	6	0
Spring	ROO	3315	34	2	23	3
Spring	ROO	1273	1142	46	111	92
Spring	ROO	2907	8	0	7	1
Spring	ROO	2606	147	9	83	11
Spring	ROO	2265	91	3	53	8
Spring	ROO	1307	174	13	71	26
Spring	ROO	3358	13	0	11	0
Spring	ROO	2610	16	3	11	0
Spring	ROO	1331	19	1	14	1
Spring	ROO	1339	8	1	8	2
Spring	ROO	1344	187	1	48	37
Spring	ROO	1351	33	2	24	1
Spring	ROO	1353	78	5	56	0
Spring	ROO	1357	48	1	32	2
Spring	ROO	1360	50	1	25	2
Spring	ROO	1366	77	3	31	8
Spring	ROO	2618	100	4	52	6
Spring	ROO	1374	70	0	32	10
Spring	ROO	1375	182	11	81	23
Spring	ROO	1381	6	1	6	1
Spring	ROO	1385	42	2	30	1
Spring	ROO	1387	121	4	55	9
Spring	ROO	1399	44	3	29	4
Spring	ROO	1403	29	1	20	7
Spring	ROO	1404	44	4	32	5
Spring	ROO	1406	101	6	39	17
Spring	ROO	1408	40	4	27	2
Spring	ROO	1409	56	6	25	4
Spring	ROO	1415	38	0	25	2
Spring	ROO	1418	230	11	84	14
Spring	ROO	1421	60	7	48	1
Spring	ROO	1423	72	7	45	7
Spring	ROO	3489	12	0	8	0
Spring	ROO	3496	9359	21	144	86
Spring	ROO	1451	69	6	46	2
Spring	ROO	3505	50	3	36	3
Spring	ROO	3518	172	2	32	1
Spring	ROO	1471	108	5	54	19
Spring	ROO	1476	107	15	64	22
Spring	ROO	1479	58	3	38	4
Spring	ROO	2978	229	8	107	11
Spring	ROO	2232	21	1	16	1
Spring	ROO	1510	15	0	12	0
Spring	ROO	1512	16	0	8	1
Spring	ROO	1515	29	2	25	2
Spring	ROO	1517	367	5	85	42
Spring	ROO	2369	54	2	40	0
Spring	ROO	1525	20	0	18	0
Spring	ROO	2105	75	3	50	1
Spring	ROO	1534	107	13	57	25
Spring	ROO	1535	22	1	19	4
Spring	ROO	1536	52	0	31	2
Spring	ROO	1537	5417	79	243	152
Spring	ROO	1548	76	2	41	11
Spring	ROO	2302	19	1	19	1
Spring	ROO	1555	155	9	89	6
Spring	ROO	1559	8	1	7	0
Spring	ROO	1562	63	2	36	9
Spring	ROO	1563	20	0	16	2
Spring	ROO	1565	19	1	18	0
Spring	ROO	1572	170	7	75	15
Spring	ROO	2311	42	3	28	1
Spring	ROO	1581	22	0	12	0
Spring	ROO	1582	210	7	84	34
Spring	ROO	1585	66	2	36	3
Spring	ROO	1590	123	12	57	6
Spring	ROO	1594	558	42	152	84
Spring	ROO	1599	96	9	38	22
Spring	ROO	1601	2860	78	258	177
Spring	ROO	1617	10	0	8	1
Spring	ROO	1624	476	3	103	56
Spring	ROO	1643	4	0	4	2
Spring	ROO	1652	46	4	39	5
Spring	ROO	1655	114	13	72	4
Spring	ROO	1657	73	6	49	9
Spring	ROO	1661	92	17	64	10
Spring	ROO	1662	24	1	17	0
Spring	ROO	1667	59	4	36	0
Spring	ROO	1675	19	0	17	0
Spring	ROO	1677	57	6	45	4
Spring	ROO	1684	145	26	86	7
Spring	ROO	1686	45	5	33	9
Spring	ROO	1687	42	3	34	3
Spring	ROO	1690	208	13	76	14
Spring	ROO	1691	134	33	66	9
Spring	ROO	1694	59	4	47	0
Spring	ROO	1696	35	2	24	2
Spring	ROO	1711	139	14	65	7
Spring	ROO	1714	44	1	28	1
Spring	ROO	1717	48	1	24	2
Spring	ROO	1718	35	3	25	2
Spring	ROO	1719	7	1	7	2
Spring	ROO	1726	85	5	52	4
Spring	ROO	1734	262	3	76	33
Spring	ROO	1735	33	0	23	0
Spring	ROO	3787	21	1	13	0
Spring	ROO	1746	9	0	8	0
Spring	ROO	1747	57	4	47	8
Spring	ROO	1750	64	1	45	4
Spring	ROO	2681	89	7	57	10
Spring	ROO	1754	49	3	32	3
Spring	ROO	1756	40	0	29	0
Spring	ROO	1758	362	29	120	77
Spring	ROO	1763	17	1	16	2
Spring	ROO	1770	84	6	55	12
Spring	ROO	1781	417	64	208	43
Spring	ROO	1782	76	3	39	1
Spring	ROO	1787	42	2	31	2
Spring	ROO	2346	142	5	53	13
Spring	ROO	1795	411	9	133	68
Spring	ROO	2351	26	2	14	4
Spring	ROO	1824	66	2	49	5
Spring	ROO	1829	78	4	45	10
Spring	ROO	2584	45	2	32	0
Spring	ROO	1831	3	0	3	0
Spring	ROO	2695	1099	11	133	71
Spring	ROO	1836	35	4	23	5
Spring	ROO	1837	7	0	6	0
Spring	ROO	1839	14	1	9	0
Spring	ROO	1840	88	7	44	6
Spring	ROO	1845	211	8	76	36
Spring	ROO	1852	26	1	17	0
Spring	ROO	1857	52	3	32	3
Spring	ROO	1863	27	5	21	1
Spring	ROO	1867	24	0	20	0
Spring	ROO	2381	83	7	49	5
Spring	ROO	1888	58	2	36	9
Spring	ROO	1897	295	16	152	12
Spring	ROO	1899	47	3	34	7
Spring	ROO	1900	976	12	133	75
Spring	ROO	1903	32	0	19	0
Spring	ROO	1905	17	0	9	3
Spring	ROO	1906	84	2	53	1
Spring	ROO	3049	187	8	71	20
Spring	ROO	1914	95	1	57	11
Spring	ROO	1915	104	2	60	10
Spring	ROO	1917	10	0	8	3
Spring	ROO	1918	47	3	36	3
Spring	ROO	1919	14	3	11	7
Spring	ROO	1927	19	1	9	3
Spring	ROO	1928	372	8	107	44
Spring	ROO	1929	23	0	14	0
Spring	ROO	1934	1861	36	201	119
Spring	ROO	1938	12	0	10	0
Spring	ROO	1940	32	0	21	2
Spring	ROO	3054	80	6	46	6
Spring	ROO	1946	506	5	87	45
Spring	ROO	2588	49	6	41	5
Spring	ROO	1952	25	1	19	5
Spring	ROO	1954	34	0	26	4
Spring	ROO	1966	41	1	24	5
Spring	ROO	1976	19	0	13	1
Spring	ROO	1977	33	1	25	0
Spring	ROO	1982	141	14	66	21
Spring	ROO	1983	46	1	40	2
Spring	ROO	2379	42	1	24	6
Spring	ROO	1988	26	0	20	4
Spring	ROO	1990	52	0	33	4
Spring	ROO	2722	31	4	27	3
Spring	ROO	1999	567	22	177	85
Spring	ROO	2005	41	5	21	1
Spring	ROO	2011	211	9	48	18
Spring	ROO	2012	30	0	19	1
Spring	ROO	2018	757	96	240	122
Spring	ROO	2454	16	0	12	0
Spring	ROO	2025	58	1	22	3
Spring	ROO	2727	24	0	19	1
Spring	ROO	2030	60	5	44	5
Spring	ROO	2034	37	1	25	2
Spring	ROO	2035	43	6	33	9
Spring	ROO	2040	29	3	21	2
Spring	ROO	2041	35	0	25	7
Spring	ROO	2523	38	0	25	1
Spring	SEC	2055	31	0	16	6
Spring	SEC	2056	133	9	70	10
Spring	SEC	2057	67	2	49	7
Spring	SEC	2066	251	29	72	47
Spring	SEC	2067	158	14	94	13
Spring	SEC	20	26	2	19	4
Spring	SEC	22	51	3	31	8
Spring	SEC	2072	74	10	52	3
Spring	SEC	27	106	4	63	24
Spring	SEC	2078	92	0	44	7
Spring	SEC	2084	230	14	100	29
Spring	SEC	2087	116	4	57	19
Spring	SEC	43	90	10	62	6
Spring	SEC	48	233	29	125	15
Spring	SEC	2101	214	13	93	15
Spring	SEC	2103	46	3	30	6
Spring	SEC	60	87	7	59	10
Spring	SEC	63	58	3	39	1
Spring	SEC	64	96	4	65	9
Spring	SEC	2136	88	13	50	20
Spring	SEC	2137	112	2	76	4
Spring	SEC	2140	6	0	6	1
Spring	SEC	2143	18	0	13	1
Spring	SEC	99	84	5	59	5
Spring	SEC	105	89	2	48	7
Spring	SEC	106	29	0	24	5
Spring	SEC	108	17	0	14	2
Spring	SEC	109	147	5	64	9
Spring	SEC	110	12	0	10	3
Spring	SEC	111	39	1	31	3
Spring	SEC	112	59	5	44	8
Spring	SEC	116	19	1	14	3
Spring	SEC	117	33	3	30	4
Spring	SEC	118	20	1	12	4
Spring	SEC	2751	60	4	46	8
Spring	SEC	125	27	0	22	7
Spring	SEC	2177	144	6	69	14
Spring	SEC	134	28	3	23	2
Spring	SEC	137	28	0	14	5
Spring	SEC	2187	33	2	28	2
Spring	SEC	2190	1000	38	170	135
Spring	SEC	143	71	4	42	16
Spring	SEC	2198	42	4	22	12
Spring	SEC	154	42	5	34	6
Spring	SEC	156	11	0	11	5
Spring	SEC	2205	65	6	33	19
Spring	SEC	158	13	1	13	2
Spring	SEC	159	23	0	22	3
Spring	SEC	162	15	1	12	3
Spring	SEC	163	21	0	13	2
Spring	SEC	164	33	3	23	7
Spring	SEC	2215	92	6	65	27
Spring	SEC	168	90	5	51	18
Spring	SEC	174	56	1	42	4
Spring	SEC	2223	4	1	4	1
Spring	SEC	183	48	2	38	2
Spring	SEC	188	37	2	21	5
Spring	SEC	2237	38	2	28	1
Spring	SEC	190	33	3	27	5
Spring	SEC	192	50	1	34	11
Spring	SEC	197	75	8	53	7
Spring	SEC	2246	50	0	26	6
Spring	SEC	199	51	2	38	5
Spring	SEC	202	11	2	9	2
Spring	SEC	208	73	9	41	20
Spring	SEC	215	62	3	38	6
Spring	SEC	218	138	7	79	15
Spring	SEC	219	103	7	37	13
Spring	SEC	222	73	2	51	7
Spring	SEC	223	70	1	29	8
Spring	SEC	2272	22	1	18	3
Spring	SEC	2276	23	0	16	2
Spring	SEC	230	62	4	47	9
Spring	SEC	2280	35	3	28	4
Spring	SEC	233	71	6	51	4
Spring	SEC	243	31	0	20	3
Spring	SEC	2295	109	15	76	4
Spring	SEC	2296	23	3	18	5
Spring	SEC	252	59	3	44	9
Spring	SEC	253	61	4	30	12
Spring	SEC	2302	12	1	8	2
Spring	SEC	2303	9	0	9	1
Spring	SEC	256	17	4	15	3
Spring	SEC	258	12	0	10	1
Spring	SEC	2308	55	3	36	6
Spring	SEC	266	16	4	15	5
Spring	SEC	267	104	9	44	13
Spring	SEC	268	107	6	68	12
Spring	SEC	272	25	2	22	0
Spring	SEC	274	356	22	109	37
Spring	SEC	2327	52	0	34	3
Spring	SEC	2328	30	1	24	4
Spring	SEC	281	90	4	59	12
Spring	SEC	2336	206	17	115	54
Spring	SEC	2096	11	0	9	0
Spring	SEC	290	29	3	23	6
Spring	SEC	293	24	2	23	4
Spring	SEC	297	162	9	78	11
Spring	SEC	2350	67	3	38	4
Spring	SEC	303	44	4	32	8
Spring	SEC	305	44	2	35	4
Spring	SEC	308	91	1	45	6
Spring	SEC	311	82	4	38	9
Spring	SEC	315	24	4	17	4
Spring	SEC	2367	48	2	35	8
Spring	SEC	321	56	8	43	8
Spring	SEC	322	129	4	61	13
Spring	SEC	324	218	6	61	37
Spring	SEC	325	79	10	53	3
Spring	SEC	328	74	0	38	6
Spring	SEC	330	77	4	35	11
Spring	SEC	2382	623	11	136	97
Spring	SEC	335	52	5	34	2
Spring	SEC	338	62	4	47	3
Spring	SEC	341	49	2	28	5
Spring	SEC	2392	64	18	36	18
Spring	SEC	348	106	13	67	6
Spring	SEC	349	39	0	28	3
Spring	SEC	350	88	3	50	10
Spring	SEC	353	28	4	22	4
Spring	SEC	355	84	2	58	8
Spring	SEC	356	53	0	38	5
Spring	SEC	357	48	4	37	10
Spring	SEC	359	66	2	51	20
Spring	SEC	361	76	6	40	10
Spring	SEC	2410	38	5	34	5
Spring	SEC	364	88	3	50	8
Spring	SEC	2418	24	0	15	2
Spring	SEC	371	22	3	14	5
Spring	SEC	2422	76	2	40	2
Spring	SEC	375	45	3	26	6
Spring	SEC	376	43	5	31	4
Spring	SEC	378	51	2	32	2
Spring	SEC	2111	288	14	140	27
Spring	SEC	382	47	2	19	5
Spring	SEC	2439	40	2	24	7
Spring	SEC	395	30	3	28	5
Spring	SEC	398	68	1	35	4
Spring	SEC	401	24	3	17	4
Spring	SEC	404	49	0	32	5
Spring	SEC	2455	53	2	31	2
Spring	SEC	408	60	1	41	7
Spring	SEC	2457	59	0	32	1
Spring	SEC	411	20	1	15	4
Spring	SEC	2461	16	2	16	4
Spring	SEC	419	18	0	14	5
Spring	SEC	422	14	1	12	3
Spring	SEC	423	57	0	42	5
Spring	SEC	2472	84	1	41	7
Spring	SEC	433	89	1	33	19
Spring	SEC	438	33	3	26	5
Spring	SEC	439	72	5	45	11
Spring	SEC	444	79	8	49	15
Spring	SEC	2493	146	1	43	11
Spring	SEC	2497	18	1	12	5
Spring	SEC	451	37	0	24	7
Spring	SEC	453	64	4	37	11
Spring	SEC	459	47	3	37	8
Spring	SEC	461	38	3	28	2
Spring	SEC	2511	5	0	5	0
Spring	SEC	464	400	12	127	63
Spring	SEC	467	49	4	42	5
Spring	SEC	474	49	1	32	7
Spring	SEC	478	148	14	91	18
Spring	SEC	2531	460	15	91	58
Spring	SEC	484	443	32	116	68
Spring	SEC	2533	45	0	36	11
Spring	SEC	494	49	4	29	2
Spring	SEC	2543	87	1	52	15
Spring	SEC	424	97	5	46	9
Spring	SEC	500	22	0	11	2
Spring	SEC	501	32	3	27	6
Spring	SEC	502	67	6	38	10
Spring	SEC	506	86	4	48	1
Spring	SEC	512	45	2	27	4
Spring	SEC	518	267	19	109	19
Spring	SEC	2570	40	7	29	12
Spring	SEC	2571	5	1	5	1
Spring	SEC	525	77	5	52	11
Spring	SEC	2574	48	4	41	8
Spring	SEC	527	171	15	105	23
Spring	SEC	2578	3	2	3	2
Spring	SEC	2595	50	3	38	7
Spring	SEC	549	104	3	63	5
Spring	SEC	2604	383	14	113	67
Spring	SEC	557	172	3	54	30
Spring	SEC	2606	4	1	4	1
Spring	SEC	2615	133	4	83	4
Spring	SEC	572	60	1	37	2
Spring	SEC	577	13	3	8	1
Spring	SEC	581	81	2	44	12
Spring	SEC	584	41	0	34	5
Spring	SEC	589	108	2	72	11
Spring	SEC	590	599	38	216	70
Spring	SEC	597	66	4	35	9
Spring	SEC	1111	90	9	62	16
Spring	SEC	2651	26	1	17	0
Spring	SEC	2656	963	18	127	65
Spring	SEC	2492	14	1	13	1
Spring	SEC	618	73	0	42	7
Spring	SEC	630	30	0	21	1
Spring	SEC	632	122	4	50	19
Spring	SEC	633	23	2	20	5
Spring	SEC	2683	10	4	9	1
Spring	SEC	636	29	0	20	3
Spring	SEC	2688	94	7	52	1
Spring	SEC	643	33	1	25	5
Spring	SEC	644	18	3	15	4
Spring	SEC	2697	44	0	28	2
Spring	SEC	2698	71	4	48	11
Spring	SEC	655	29	2	20	4
Spring	SEC	2705	577	40	142	103
Spring	SEC	2499	66	1	44	9
Spring	SEC	2709	39	5	25	6
Spring	SEC	662	15	0	13	5
Spring	SEC	670	564	38	193	30
Spring	SEC	2719	29	4	18	4
Spring	SEC	676	72	3	44	6
Spring	SEC	2727	44	4	24	3
Spring	SEC	697	16	0	12	2
Spring	SEC	2165	313	34	83	36
Spring	SEC	2507	30	0	17	5
Spring	SEC	2757	616	12	145	84
Spring	SEC	713	12	1	10	1
Spring	SEC	2956	258	30	116	31
Spring	SEC	717	214	13	108	20
Spring	SEC	2768	3	0	3	2
Spring	SEC	2769	3	0	3	2
Spring	SEC	725	194	16	94	24
Spring	SEC	728	70	9	55	4
Spring	SEC	2791	25	4	16	3
Spring	SEC	2793	21	2	18	2
Spring	SEC	2794	65	3	42	8
Spring	SEC	750	20	0	16	3
Spring	SEC	754	37	3	31	6
Spring	SEC	2515	265	7	59	17
Spring	SEC	759	30	0	21	2
Spring	SEC	760	92	9	53	16
Spring	SEC	2815	26	3	24	4
Spring	SEC	768	28	0	24	3
Spring	SEC	2819	29	3	17	4
Spring	SEC	773	636	13	127	45
Spring	SEC	2822	1049	31	148	112
Spring	SEC	776	62	0	36	5
Spring	SEC	777	15	0	13	1
Spring	SEC	782	145	14	93	19
Spring	SEC	2831	127	3	66	15
Spring	SEC	2832	50	0	33	5
Spring	SEC	787	21	0	15	0
Spring	SEC	788	107	5	65	5
Spring	SEC	792	46	2	29	3
Spring	SEC	793	30	0	24	0
Spring	SEC	2845	84	7	58	10
Spring	SEC	2851	219	10	59	26
Spring	SEC	809	354	5	120	46
Spring	SEC	817	48	3	36	8
Spring	SEC	818	122	14	67	8
Spring	SEC	819	144	6	67	23
Spring	SEC	822	107	11	54	20
Spring	SEC	826	66	3	53	4
Spring	SEC	830	143	9	73	11
Spring	SEC	831	73	2	30	11
Spring	SEC	832	110	10	62	35
Spring	SEC	2882	74	2	60	13
Spring	SEC	835	28	3	21	4
Spring	SEC	837	118	20	72	22
Spring	SEC	2895	125	10	72	21
Spring	SEC	2897	27	3	18	6
Spring	SEC	850	87	1	41	2
Spring	SEC	2900	262	11	102	44
Spring	SEC	856	41	14	33	16
Spring	SEC	2191	55	3	31	9
Spring	SEC	2908	171	16	86	29
Spring	SEC	864	15	0	15	4
Spring	SEC	2913	23	3	22	5
Spring	SEC	2919	181	11	71	36
Spring	SEC	875	32	2	23	2
Spring	SEC	880	87	5	33	16
Spring	SEC	2930	15	1	11	3
Spring	SEC	2931	42	1	36	6
Spring	SEC	2935	62	3	37	2
Spring	SEC	890	23	1	19	3
Spring	SEC	2879	5	2	5	3
Spring	SEC	892	63	1	36	3
Spring	SEC	2941	55	8	33	9
Spring	SEC	896	57	3	38	9
Spring	SEC	899	13	0	10	3
Spring	SEC	2948	210	5	60	7
Spring	SEC	2949	22	0	13	0
Spring	SEC	903	64	8	44	12
Spring	SEC	905	84	10	54	5
Spring	SEC	908	84	6	52	12
Spring	SEC	2960	48	0	35	2
Spring	SEC	913	64	5	38	10
Spring	SEC	2964	31	2	25	4
Spring	SEC	1519	61	3	37	14
Spring	SEC	925	58	3	46	2
Spring	SEC	933	497	11	107	40
Spring	SEC	936	72	1	41	12
Spring	SEC	2988	11	2	7	2
Spring	SEC	2990	61	0	37	6
Spring	SEC	943	24	2	20	3
Spring	SEC	947	70	9	34	8
Spring	SEC	951	245	20	104	44
Spring	SEC	953	276	6	106	29
Spring	SEC	2549	59	7	46	6
Spring	SEC	960	58	7	45	3
Spring	SEC	3010	70	5	37	2
Spring	SEC	3019	112	4	76	10
Spring	SEC	3020	32	3	21	2
Spring	SEC	975	59	1	39	3
Spring	SEC	3034	44	7	34	4
Spring	SEC	3035	30	1	18	4
Spring	SEC	783	34	2	20	4
Spring	SEC	993	43	0	28	8
Spring	SEC	996	28	0	21	2
Spring	SEC	3045	33	3	20	5
Spring	SEC	1006	31	2	25	3
Spring	SEC	3055	21	3	13	3
Spring	SEC	3056	255	15	57	6
